Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
G2 1LQ,No,55.81857,-4.294271,256350,660749,NS563607,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,26,,,"Pollokshaws West",0.7,"",""
G41 2DD,Yes,55.833927,-4.276028,257549,662420,NS575624,1/1/1980 12:00:00 AM,,26,71,25,"Pollokshields West",0.4,"",""
G41 2DG,Yes,55.834022,-4.279659,257322,662438,NS573624,1/1/1980 12:00:00 AM,,26,148,71,"Crossmyloof",0.3,"",""
G41 2DL,Yes,55.833817,-4.282473,257145,662421,NS571624,1/1/1980 12:00:00 AM,,25,12,7,"Crossmyloof",0.1,"",""
G41 2DN,Yes,55.833712,-4.281812,257186,662408,NS571624,1/1/1980 12:00:00 AM,,27,74,47,"Crossmyloof",0.2,"",""
G41 2DP,Yes,55.833604,-4.278916,257367,662390,NS573623,1/1/1980 12:00:00 AM,,27,76,48,"Crossmyloof",0.3,"",""
G41 2DQ,No,55.833871,-4.28147,257208,662425,NS572624,1/1/1980 12:00:00 AM,3/1/2003 12:00:00 AM,27,,,"Crossmyloof",0.2,"",""
G41 2DW,Yes,55.833597,-4.280273,257282,662392,NS572623,1/1/1980 12:00:00 AM,,27,76,47,"Crossmyloof",0.3,"",""
G41 2DY,Yes,55.8335,-4.277728,257441,662376,NS574623,1/1/1980 12:00:00 AM,,29,76,46,"Crossmyloof",0.4,"",""
G41 2DZ,Yes,55.833035,-4.278563,257387,662326,NS573623,1/1/1980 12:00:00 AM,,31,68,42,"Crossmyloof",0.4,"",""
G41 2EA,Yes,55.83257,-4.279398,257333,662276,NS573622,1/1/1980 12:00:00 AM,,30,104,65,"Crossmyloof",0.3,"",""
G41 2EB,No,55.832856,-4.279974,257298,662309,NS572623,1/1/2002 12:00:00 AM,3/1/2002 12:00:00 AM,29,,,"Crossmyloof",0.3,"",""
G41 2ED,Yes,55.833159,-4.279624,257321,662342,NS573623,1/1/1980 12:00:00 AM,,28,23,16,"Crossmyloof",0.3,"",""
G41 2EE,Yes,55.833014,-4.280175,257286,662327,NS572623,1/1/1980 12:00:00 AM,,28,67,40,"Crossmyloof",0.3,"",""
G41 2EF,Yes,55.833106,-4.280773,257249,662339,NS572623,1/1/1980 12:00:00 AM,,28,24,15,"Crossmyloof",0.2,"",""
G41 2EG,Yes,55.83335,-4.280961,257238,662366,NS572623,1/1/1980 12:00:00 AM,,28,61,42,"Crossmyloof",0.2,"",""
G41 2EH,Yes,55.832427,-4.280859,257241,662263,NS572622,1/1/1980 12:00:00 AM,,29,49,32,"Crossmyloof",0.3,"",""
G41 2EJ,Yes,55.832801,-4.281504,257202,662306,NS572623,1/1/1980 12:00:00 AM,,28,37,22,"Crossmyloof",0.2,"",""
G41 2EL,Yes,55.833209,-4.282262,257156,662353,NS571623,1/1/1980 12:00:00 AM,,26,38,22,"Crossmyloof",0.2,"",""
G41 2EN,Yes,55.833557,-4.282905,257117,662393,NS571623,1/1/1980 12:00:00 AM,,25,45,29,"Crossmyloof",0.1,"",""
G41 2EP,No,55.833252,-4.281881,257180,662357,NS571623,2/1/1992 12:00:00 AM,12/1/1996 12:00:00 AM,27,,,"Crossmyloof",0.2,"",""
G41 2EQ,Yes,55.832754,-4.280638,257256,662299,NS572622,1/1/1980 12:00:00 AM,,29,63,38,"Crossmyloof",0.3,"",""
G41 2ER,No,55.832817,-4.279684,257316,662304,NS573623,6/1/1996 12:00:00 AM,6/1/1997 12:00:00 AM,29,,,"Crossmyloof",0.3,"",""
G41 2ES,No,55.832817,-4.279684,257316,662304,NS573623,7/1/1992 12:00:00 AM,12/1/1996 12:00:00 AM,29,,,"Crossmyloof",0.3,"",""
G41 2ET,Yes,55.833184,-4.276368,257525,662338,NS575623,1/1/1980 12:00:00 AM,,31,52,23,"Crossmyloof",0.5,"",""
G41 2EX,Yes,55.833384,-4.276747,257502,662361,NS575623,1/1/1980 12:00:00 AM,,29,52,36,"Crossmyloof",0.5,"",""
G41 2EY,Yes,55.833312,-4.277222,257472,662354,NS574623,1/1/1980 12:00:00 AM,,30,46,33,"Crossmyloof",0.4,"",""
G41 2EZ,Yes,55.832939,-4.277471,257455,662313,NS574623,1/1/1980 12:00:00 AM,,31,46,34,"Crossmyloof",0.4,"",""
G41 2HA,Yes,55.832452,-4.27778,257434,662260,NS574622,1/1/1980 12:00:00 AM,,33,35,22,"Crossmyloof",0.4,"",""
G41 2HB,No,55.832456,-4.277794,257433,662260,NS574622,6/1/1996 12:00:00 AM,12/1/1996 12:00:00 AM,33,,,"Crossmyloof",0.4,"",""
G41 2HD,No,55.832456,-4.277794,257433,662260,NS574622,1/1/1980 12:00:00 AM,5/1/2006 12:00:00 AM,33,,,"Crossmyloof",0.4,"",""
G41 2HE,Yes,55.832545,-4.278838,257368,662272,NS573622,1/1/1980 12:00:00 AM,,32,,,"Crossmyloof",0.4,"",""
G41 2HF,No,55.832278,-4.27871,257375,662242,NS573622,5/1/1993 12:00:00 AM,6/1/1997 12:00:00 AM,33,,,"Crossmyloof",0.4,"",""
G41 2HG,Yes,55.831967,-4.278516,257386,662207,NS573622,1/1/1980 12:00:00 AM,,35,26,18,"Crossmyloof",0.4,"",""
G41 2HJ,No,55.832067,-4.278937,257360,662219,NS573622,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,33,,,"Crossmyloof",0.4,"",""
G41 2HL,No,55.832067,-4.278937,257360,662219,NS573622,1/1/1980 12:00:00 AM,12/1/1995 12:00:00 AM,33,,,"Crossmyloof",0.4,"",""
G41 2HN,Yes,55.831953,-4.279234,257341,662207,NS573622,1/1/1980 12:00:00 AM,,33,26,18,"Crossmyloof",0.4,"",""
G41 2HP,Yes,55.832157,-4.28038,257270,662232,NS572622,1/1/1980 12:00:00 AM,,30,46,31,"Crossmyloof",0.3,"",""
G41 2HR,Yes,55.83168,-4.279442,257327,662177,NS573621,1/1/1980 12:00:00 AM,,32,35,20,"Crossmyloof",0.4,"",""
G41 2HS,No,55.831696,-4.279554,257320,662179,NS573621,1/1/1980 12:00:00 AM,12/1/1995 12:00:00 AM,32,,,"Crossmyloof",0.4,"",""
G41 2HW,Yes,55.832206,-4.27968,257314,662236,NS573622,1/1/1980 12:00:00 AM,,31,38,25,"Crossmyloof",0.3,"",""
G41 2HX,No,55.832527,-4.278326,257400,662269,NS574622,2/1/1992 12:00:00 AM,12/1/1994 12:00:00 AM,33,,,"Crossmyloof",0.4,"",""
G41 2QS,Yes,55.830981,-4.278347,257393,662097,NS573620,1/1/1980 12:00:00 AM,,31,19,12,"Crossmyloof",0.5,"",""
G41 2RD,Yes,55.840828,-4.277581,257477,663191,NS574631,1/1/1980 12:00:00 AM,,31,38,3,"Pollokshields West",0.4,"",""
G41 2TR,Yes,55.828097,-4.272941,257721,661765,NS577617,1/1/1980 12:00:00 AM,,36,40,22,"Mount Florida",0.8,"",""
G41 3AA,Yes,55.82962,-4.280998,257222,661951,NS572619,1/1/1980 12:00:00 AM,,29,64,28,"Crossmyloof",0.5,"",""
G41 3AB,Yes,55.829833,-4.280675,257243,661974,NS572619,1/1/1980 12:00:00 AM,,29,51,30,"Crossmyloof",0.5,"",""
G41 3AD,Yes,55.829624,-4.279785,257298,661949,NS572619,1/1/1980 12:00:00 AM,,28,52,30,"Crossmyloof",0.6,"",""
G41 3AE,Yes,55.829981,-4.279201,257336,661988,NS573619,1/1/1980 12:00:00 AM,,29,50,38,"Crossmyloof",0.5,"",""
G41 3AF,Yes,55.830496,-4.277855,257422,662042,NS574620,1/1/1980 12:00:00 AM,,29,47,24,"Crossmyloof",0.6,"",""
G41 3AG,Yes,55.829914,-4.278716,257366,661979,NS573619,1/1/1980 12:00:00 AM,,28,44,31,"Crossmyloof",0.6,"",""
G41 3AH,Yes,55.829105,-4.279211,257332,661890,NS573618,1/1/1980 12:00:00 AM,,27,43,29,"Crossmyloof",0.6,"",""
G41 3AJ,Yes,55.828882,-4.279581,257308,661866,NS573618,1/1/1980 12:00:00 AM,,27,49,39,"Crossmyloof",0.6,"",""
G41 3AL,Yes,55.828952,-4.280176,257271,661875,NS572618,1/1/1980 12:00:00 AM,,28,55,34,"Crossmyloof",0.6,"",""
G41 3AN,Yes,55.828629,-4.280173,257270,661839,NS572618,1/1/1980 12:00:00 AM,,27,54,34,"Pollokshaws East",0.6,"",""
G41 3AP,No,55.826268,-4.277113,257453,661570,NS574615,6/1/1984 12:00:00 AM,4/1/2005 12:00:00 AM,52,,,"Langside",0.6,"",""
G41 3AQ,Yes,55.829397,-4.279452,257318,661923,NS573619,1/1/1980 12:00:00 AM,,28,61,42,"Crossmyloof",0.6,"",""
G41 3AR,No,55.826438,-4.278576,257362,661592,NS573615,2/1/1992 12:00:00 AM,12/1/1996 12:00:00 AM,48,,,"Pollokshaws East",0.6,"",""
G41 3AS,Yes,55.823448,-4.277954,257390,661258,NS573612,7/1/1981 12:00:00 AM,,37,103,73,"Langside",0.3,"",""
G41 3AT,No,55.828524,-4.282898,257099,661833,NS570618,12/1/1995 12:00:00 AM,6/1/1998 12:00:00 AM,29,,,"Pollokshaws East",0.5,"",""
G41 3AU,Yes,55.827834,-4.273564,257681,661737,NS576617,1/1/1980 12:00:00 AM,,35,100,47,"Langside",0.8,"",""
G41 3AW,No,55.827101,-4.275294,257570,661659,NS575616,2/1/1994 12:00:00 AM,12/1/1995 12:00:00 AM,43,,,"Langside",0.7,"",""
G41 3AX,Yes,55.827102,-4.27523,257574,661659,NS575616,1/1/1980 12:00:00 AM,,45,104,40,"Langside",0.7,"",""
G41 3AY,Yes,55.828203,-4.274017,257654,661779,NS576617,1/1/1980 12:00:00 AM,,31,41,29,"Langside",0.8,"",""
G41 3AZ,Yes,55.827892,-4.274797,257604,661746,NS576617,1/1/1980 12:00:00 AM,,32,50,22,"Langside",0.8,"",""
G41 3BA,Yes,55.828292,-4.275076,257588,661791,NS575617,1/1/1980 12:00:00 AM,,29,83,23,"Langside",0.8,"",""
G41 3BB,No,55.829787,-4.28072,257240,661969,NS572619,5/1/1993 12:00:00 AM,2/1/1995 12:00:00 AM,29,,,"Crossmyloof",0.5,"",""
G41 3BD,Yes,55.82838,-4.278562,257370,661808,NS573618,1/1/1980 12:00:00 AM,,25,23,16,"Pollokshaws East",0.7,"",""
G41 3BE,Yes,55.829959,-4.276754,257489,661980,NS574619,1/1/1980 12:00:00 AM,,30,57,41,"Crossmyloof",0.6,"",""
G41 3BF,Yes,55.82887,-4.278782,257358,661863,NS573618,6/1/2011 12:00:00 AM,,25,,,"Crossmyloof",0.7,"",""
G41 3BG,Yes,55.829377,-4.275682,257554,661913,NS575619,1/1/1980 12:00:00 AM,,30,102,61,"Crossmyloof",0.7,"",""
G41 3BH,Yes,55.829236,-4.277462,257442,661901,NS574619,1/1/1980 12:00:00 AM,,27,75,56,"Crossmyloof",0.7,"",""
G41 3BJ,Yes,55.828369,-4.275735,257547,661801,NS575618,1/1/1980 12:00:00 AM,,26,78,59,"Pollokshaws East",0.8,"",""
G41 3BL,No,55.828257,-4.275026,257591,661787,NS575617,7/1/1997 12:00:00 AM,1/1/1998 12:00:00 AM,29,,,"Langside",0.8,"",""
G41 3BN,Yes,55.829009,-4.278583,257371,661878,NS573618,6/1/2009 12:00:00 AM,,25,15,10,"Crossmyloof",0.7,"",""
G41 3BP,No,55.828257,-4.275026,257591,661787,NS575617,2/1/1994 12:00:00 AM,12/1/1995 12:00:00 AM,29,,,"Langside",0.8,"",""
G41 3BQ,Yes,55.829193,-4.276374,257510,661894,NS575618,1/1/1980 12:00:00 AM,,28,91,51,"Crossmyloof",0.7,"",""
G41 3BS,Yes,55.829989,-4.278033,257409,661986,NS574619,1/1/1980 12:00:00 AM,,28,86,45,"Crossmyloof",0.6,"",""
G41 3BT,Yes,55.829658,-4.278429,257383,661950,NS573619,1/1/1980 12:00:00 AM,,27,50,28,"Crossmyloof",0.6,"",""
G41 3BU,Yes,55.829427,-4.278815,257358,661925,NS573619,1/1/1980 12:00:00 AM,,27,45,37,"Crossmyloof",0.6,"",""
G41 3BW,No,55.829017,-4.278599,257370,661879,NS573618,7/1/1992 12:00:00 AM,12/1/1994 12:00:00 AM,25,,,"Crossmyloof",0.7,"",""
G41 3BX,Yes,55.829641,-4.277933,257414,661947,NS574619,1/1/1980 12:00:00 AM,,27,79,35,"Crossmyloof",0.6,"",""
G41 3BY,Yes,55.829219,-4.278372,257385,661901,NS573619,8/1/2008 12:00:00 AM,,25,22,17,"Crossmyloof",0.6,"",""
G41 3DA,Yes,55.824498,-4.276579,257480,661372,NS574613,12/1/2011 12:00:00 AM,,51,,,"Langside",0.4,"",""
G41 3DB,Yes,55.82492,-4.277098,257449,661420,NS574614,4/1/2008 12:00:00 AM,,55,50,39,"Langside",0.4,"",""
G41 3DD,Yes,55.826578,-4.273174,257701,661597,NS577615,6/1/2018 12:00:00 AM,,43,,,"Langside",0.7,"",""
G41 3DE,Yes,55.826149,-4.273053,257707,661549,NS577615,11/1/2018 12:00:00 AM,,44,,,"Langside",0.6,"",""
G41 3DG,Yes,55.826443,-4.275878,257531,661587,NS575615,5/1/2005 12:00:00 AM,,51,99,54,"Langside",0.6,"",""
G41 3DH,Yes,55.826324,-4.275041,257583,661572,NS575615,5/1/2005 12:00:00 AM,,53,63,33,"Langside",0.6,"",""
G41 3DJ,Yes,55.827278,-4.272047,257774,661672,NS577616,1/1/1980 12:00:00 AM,,40,23,16,"Mount Florida",0.7,"",""
G41 3DL,Yes,55.82693,-4.272426,257749,661634,NS577616,1/1/1980 12:00:00 AM,,41,70,32,"Mount Florida",0.7,"",""
G41 3DN,Yes,55.826661,-4.274552,257615,661609,NS576616,1/1/1980 12:00:00 AM,,40,153,48,"Langside",0.6,"",""
G41 3DP,Yes,55.825409,-4.278324,257374,661477,NS573614,7/1/1985 12:00:00 AM,,57,152,92,"Langside",0.5,"",""
G41 3DR,Yes,55.82424,-4.277873,257398,661346,NS573613,1/1/1980 12:00:00 AM,,50,25,3,"Langside",0.3,"",""
G41 3DS,No,55.824753,-4.280745,257220,661409,NS572614,1/1/1980 12:00:00 AM,12/1/1995 12:00:00 AM,40,,,"Pollokshaws East",0.4,"",""
G41 3DT,Yes,55.824516,-4.28046,257237,661382,NS572613,1/1/1980 12:00:00 AM,,40,111,49,"Pollokshaws East",0.4,"",""
G41 3DU,Yes,55.826643,-4.278668,257357,661615,NS573616,1/1/1980 12:00:00 AM,,43,114,62,"Pollokshaws East",0.6,"",""
G41 3DW,Yes,55.82559,-4.276339,257499,661493,NS574614,9/1/2003 12:00:00 AM,,55,7,0,"Langside",0.5,"",""
G41 3DX,No,55.826295,-4.273219,257697,661565,NS576615,1/1/1980 12:00:00 AM,4/1/2017 12:00:00 AM,46,,,"Langside",0.6,"",""
G41 3DY,No,55.827332,-4.27205,257774,661678,NS577616,5/1/1993 12:00:00 AM,6/1/1997 12:00:00 AM,40,,,"Mount Florida",0.7,"",""
G41 3DZ,No,55.828681,-4.282188,257144,661849,NS571618,2/1/1994 12:00:00 AM,2/1/2001 12:00:00 AM,28,,,"Pollokshaws East",0.5,"",""
G41 3EA,Yes,55.831304,-4.280044,257288,662137,NS572621,1/1/1980 12:00:00 AM,,31,,,"Crossmyloof",0.4,"",""
G41 3EB,Yes,55.831437,-4.279459,257325,662150,NS573621,1/1/1980 12:00:00 AM,,32,13,6,"Crossmyloof",0.4,"",""
G41 3ED,Yes,55.825573,-4.282118,257137,661503,NS571615,1/1/1980 12:00:00 AM,,31,60,32,"Pollokshaws East",0.3,"",""
G41 3EG,No,55.827132,-4.278489,257370,661669,NS573616,12/1/1990 12:00:00 AM,7/1/1992 12:00:00 AM,38,,,"Pollokshaws East",0.6,"",""
G41 3EH,Yes,55.828128,-4.278563,257369,661780,NS573617,1/1/1980 12:00:00 AM,,27,44,30,"Pollokshaws East",0.6,"",""
G41 3EJ,Yes,55.827781,-4.277904,257409,661740,NS574617,1/1/1980 12:00:00 AM,,29,44,32,"Pollokshaws East",0.7,"",""
G41 3EL,Yes,55.827301,-4.277605,257426,661686,NS574616,1/1/1980 12:00:00 AM,,36,47,29,"Pollokshaws East",0.7,"",""
G41 3EN,Yes,55.827816,-4.278912,257346,661746,NS573617,1/1/1980 12:00:00 AM,,28,37,25,"Pollokshaws East",0.6,"",""
G41 3EP,Yes,55.827362,-4.279668,257297,661697,NS572616,1/1/1980 12:00:00 AM,,31,72,47,"Pollokshaws East",0.5,"",""
G41 3EQ,No,55.826662,-4.279579,257300,661619,NS573616,12/1/1990 12:00:00 AM,7/1/1992 12:00:00 AM,39,,,"Pollokshaws East",0.5,"",""
G41 3ER,Yes,55.827515,-4.278671,257360,661712,NS573617,1/1/1980 12:00:00 AM,,31,38,24,"Pollokshaws East",0.6,"",""
G41 3ES,Yes,55.826954,-4.279836,257285,661652,NS572616,1/1/1980 12:00:00 AM,,34,56,35,"Pollokshaws East",0.5,"",""
G41 3ET,No,55.827021,-4.2796,257300,661659,NS573616,2/1/1994 12:00:00 AM,12/1/1996 12:00:00 AM,34,,,"Pollokshaws East",0.5,"",""
G41 3EU,Yes,55.827178,-4.278444,257373,661674,NS573616,1/1/1980 12:00:00 AM,,38,76,47,"Pollokshaws East",0.6,"",""
G41 3EW,Yes,55.82786,-4.279426,257314,661752,NS573617,1/1/1980 12:00:00 AM,,27,34,23,"Pollokshaws East",0.6,"",""
G41 3EX,Yes,55.826682,-4.279469,257307,661621,NS573616,1/1/1980 12:00:00 AM,,39,67,46,"Pollokshaws East",0.5,"",""
G41 3EY,Yes,55.825309,-4.281304,257187,661472,NS571614,1/1/1980 12:00:00 AM,,35,116,51,"Pollokshaws East",0.4,"",""
G41 3HA,Yes,55.828516,-4.277053,257465,661820,NS574618,1/1/1980 12:00:00 AM,,25,74,59,"Pollokshaws East",0.7,"",""
G41 3HB,Yes,55.828248,-4.277916,257410,661792,NS574617,1/1/1980 12:00:00 AM,,26,82,71,"Pollokshaws East",0.7,"",""
G41 3HD,No,55.828271,-4.281989,257155,661803,NS571618,6/1/1996 12:00:00 AM,6/1/2000 12:00:00 AM,27,,,"Pollokshaws East",0.5,"",""
G41 3HE,No,55.828516,-4.277053,257465,661820,NS574618,12/1/1995 12:00:00 AM,12/1/1996 12:00:00 AM,25,,,"Pollokshaws East",0.7,"",""
G41 3HF,No,55.828516,-4.277053,257465,661820,NS574618,6/1/1996 12:00:00 AM,12/1/1996 12:00:00 AM,25,,,"Pollokshaws East",0.7,"",""
G41 3HG,Yes,55.824617,-4.28278,257092,661398,NS570613,1/1/1980 12:00:00 AM,,26,54,32,"Pollokshaws East",0.3,"",""
G41 3HH,Yes,55.824272,-4.28391,257020,661362,NS570613,1/1/1980 12:00:00 AM,,24,69,41,"Pollokshaws East",0.2,"",""
G41 3HJ,Yes,55.824038,-4.28198,257140,661332,NS571613,1/1/1980 12:00:00 AM,,27,76,47,"Pollokshaws East",0.3,"",""
G41 3HL,Yes,55.823962,-4.28271,257094,661325,NS570613,1/1/1980 12:00:00 AM,,25,21,18,"Pollokshaws East",0.3,"",""
G41 3HN,Yes,55.823952,-4.283699,257032,661326,NS570613,1/1/1980 12:00:00 AM,,24,66,37,"Pollokshaws East",0.2,"",""
G41 3HP,Yes,55.82346,-4.282154,257127,661268,NS571612,1/1/1980 12:00:00 AM,,25,70,45,"Pollokshaws East",0.3,"",""
G41 3HQ,Yes,55.824603,-4.284025,257014,661399,NS570613,1/1/1980 12:00:00 AM,,24,24,16,"Pollokshaws East",0.2,"",""
G41 3HR,Yes,55.823192,-4.280621,257222,661235,NS572612,1/1/1980 12:00:00 AM,,27,35,25,"Langside",0.3,"",""
G41 3HS,Yes,55.823553,-4.280515,257230,661275,NS572612,1/1/1980 12:00:00 AM,,29,33,18,"Langside",0.3,"",""
G41 3HT,Yes,55.82319,-4.27928,257306,661232,NS573612,1/1/1980 12:00:00 AM,,30,80,43,"Langside",0.3,"",""
G41 3HU,Yes,55.822856,-4.279357,257300,661195,NS573611,1/1/1980 12:00:00 AM,,27,40,39,"Langside",0.2,"",""
G41 3HW,Yes,55.823616,-4.283424,257048,661288,NS570612,1/1/1980 12:00:00 AM,,24,69,40,"Pollokshaws East",0.2,"",""
G41 3HX,Yes,55.82264,-4.27837,257361,661169,NS573611,1/1/1980 12:00:00 AM,,28,36,21,"Langside",0.2,"",""
G41 3HY,Yes,55.827664,-4.276444,257500,661724,NS575617,1/1/1980 12:00:00 AM,,32,99,78,"Langside",0.7,"",""
G41 3HZ,No,55.828169,-4.282174,257143,661792,NS571617,2/1/1994 12:00:00 AM,6/1/1998 12:00:00 AM,27,,,"Pollokshaws East",0.5,"",""
G41 3JA,Yes,55.827243,-4.284357,257003,661694,NS570616,12/1/2000 12:00:00 AM,,28,,,"Pollokshaws East",0.3,"",""
G41 3JD,No,55.829715,-4.279758,257300,661959,NS573619,6/1/1987 12:00:00 AM,7/1/1992 12:00:00 AM,28,,,"Crossmyloof",0.6,"",""
G41 3JE,Yes,55.826801,-4.284697,256980,661645,NS569616,1/1/1980 12:00:00 AM,,27,55,28,"Pollokshaws East",0.3,"",""
G41 3JF,Yes,55.826288,-4.285194,256947,661589,NS569615,1/1/1980 12:00:00 AM,,27,55,28,"Pollokshaws East",0.2,"",""
G41 3JG,Yes,55.825838,-4.285231,256943,661539,NS569615,1/1/1980 12:00:00 AM,,26,13,8,"Pollokshaws East",0.2,"",""
G41 3JH,Yes,55.824935,-4.284492,256986,661437,NS569614,1/1/1980 12:00:00 AM,,24,38,22,"Pollokshaws East",0.2,"",""
G41 3JJ,Yes,55.825373,-4.283671,257039,661484,NS570614,1/1/1980 12:00:00 AM,,24,25,8,"Pollokshaws East",0.2,"",""
G41 3JL,Yes,55.825632,-4.284245,257004,661514,NS570615,1/1/1980 12:00:00 AM,,25,15,5,"Pollokshaws East",0.2,"",""
G41 3JN,Yes,55.825908,-4.283894,257027,661544,NS570615,1/1/1980 12:00:00 AM,,25,15,10,"Pollokshaws East",0.2,"",""
G41 3JP,Yes,55.826245,-4.283163,257074,661580,NS570615,1/1/1980 12:00:00 AM,,25,78,28,"Pollokshaws East",0.3,"",""
G41 3JQ,Yes,55.825381,-4.285382,256932,661489,NS569614,1/1/1980 12:00:00 AM,,25,22,15,"Pollokshaws East",0.1,"",""
G41 3JR,Yes,55.826735,-4.282905,257092,661634,NS570616,1/1/1980 12:00:00 AM,,26,5,3,"Pollokshaws East",0.3,"",""
G41 3JS,Yes,55.826902,-4.282405,257124,661652,NS571616,1/1/1980 12:00:00 AM,,26,29,12,"Pollokshaws East",0.4,"",""
G41 3JT,Yes,55.826404,-4.283827,257033,661599,NS570615,1/1/1980 12:00:00 AM,,25,93,39,"Pollokshaws East",0.3,"",""
G41 3JU,Yes,55.826631,-4.284176,257012,661625,NS570616,1/1/1980 12:00:00 AM,,26,94,40,"Pollokshaws East",0.3,"",""
G41 3JW,Yes,55.825417,-4.282779,257095,661487,NS570614,1/1/1980 12:00:00 AM,,26,27,11,"Pollokshaws East",0.3,"",""
G41 3JX,Yes,55.827213,-4.28429,257007,661690,NS570616,1/1/1980 12:00:00 AM,,28,30,17,"Pollokshaws East",0.3,"",""
G41 3JY,Yes,55.827418,-4.283903,257032,661712,NS570617,1/1/1980 12:00:00 AM,,28,13,8,"Pollokshaws East",0.4,"",""
G41 3JZ,Yes,55.827305,-4.282714,257106,661697,NS571616,1/1/1980 12:00:00 AM,,26,42,26,"Pollokshaws East",0.4,"",""
G41 3LA,No,55.827848,-4.283481,257060,661759,NS570617,7/1/1992 12:00:00 AM,12/1/1994 12:00:00 AM,29,,,"Pollokshaws East",0.4,"",""
G41 3LB,Yes,55.827587,-4.283002,257089,661729,NS570617,12/1/2001 12:00:00 AM,,27,25,10,"Pollokshaws East",0.4,"",""
G41 3LF,No,55.827001,-4.280717,257230,661659,NS572616,5/1/1993 12:00:00 AM,12/1/1995 12:00:00 AM,30,,,"Pollokshaws East",0.5,"",""
G41 3LG,Yes,55.828009,-4.283027,257089,661776,NS570617,1/1/1980 12:00:00 AM,,28,94,52,"Pollokshaws East",0.4,"",""
G41 3LH,Yes,55.82855,-4.281478,257188,661833,NS571618,1/1/1980 12:00:00 AM,,27,53,27,"Pollokshaws East",0.5,"",""
G41 3LJ,Yes,55.828397,-4.281022,257216,661815,NS572618,1/1/1980 12:00:00 AM,,26,48,32,"Pollokshaws East",0.6,"",""
G41 3LL,Yes,55.828219,-4.281395,257192,661796,NS571617,1/1/1980 12:00:00 AM,,26,30,21,"Pollokshaws East",0.5,"",""
G41 3LN,Yes,55.827942,-4.280852,257225,661764,NS572617,1/1/1980 12:00:00 AM,,26,35,29,"Pollokshaws East",0.5,"",""
G41 3LP,Yes,55.827842,-4.281884,257160,661755,NS571617,1/1/1980 12:00:00 AM,,26,35,20,"Pollokshaws East",0.5,"",""
G41 3LQ,Yes,55.828134,-4.282108,257147,661788,NS571617,1/1/1980 12:00:00 AM,,27,62,36,"Pollokshaws East",0.5,"",""
G41 3LR,Yes,55.827543,-4.282026,257150,661722,NS571617,1/1/1980 12:00:00 AM,,26,59,32,"Pollokshaws East",0.4,"",""
G41 3LS,Yes,55.827253,-4.282121,257143,661690,NS571616,1/1/1980 12:00:00 AM,,26,45,22,"Pollokshaws East",0.4,"",""
G41 3LT,Yes,55.826948,-4.282087,257144,661656,NS571616,1/1/1980 12:00:00 AM,,26,15,6,"Pollokshaws East",0.4,"",""
G41 3LU,Yes,55.827357,-4.280386,257252,661698,NS572616,1/1/1980 12:00:00 AM,,29,75,43,"Pollokshaws East",0.5,"",""
G41 3LW,Yes,55.827885,-4.281471,257186,661759,NS571617,1/1/1980 12:00:00 AM,,26,48,31,"Pollokshaws East",0.5,"",""
G41 3LX,Yes,55.82738,-4.281122,257206,661702,NS572617,1/1/1980 12:00:00 AM,,27,23,10,"Pollokshaws East",0.5,"",""
G41 3LY,Yes,55.827874,-4.280161,257268,661755,NS572617,1/1/1980 12:00:00 AM,,26,24,10,"Pollokshaws East",0.6,"",""
G41 3LZ,Yes,55.828267,-4.28028,257262,661799,NS572617,1/1/1980 12:00:00 AM,,26,42,31,"Pollokshaws East",0.6,"",""
G41 3NA,No,55.827885,-4.284425,257001,661765,NS570617,10/1/1992 12:00:00 AM,12/1/1996 12:00:00 AM,30,,,"Pollokshaws East",0.4,"",""
G41 3ND,No,55.828381,-4.283831,257040,661819,NS570618,1/1/1980 12:00:00 AM,12/1/1995 12:00:00 AM,32,,,"Pollokshaws East",0.5,"",""
G41 3NE,No,55.82976,-4.282156,257150,661969,NS571619,7/1/1992 12:00:00 AM,12/1/1994 12:00:00 AM,30,,,"Crossmyloof",0.5,"",""
G41 3NF,Yes,55.827874,-4.28452,256995,661764,NS569617,1/1/1980 12:00:00 AM,,31,,,"Pollokshaws East",0.4,"",""
G41 3NG,Yes,55.829869,-4.282609,257122,661982,NS571619,1/1/1980 12:00:00 AM,,30,49,24,"Crossmyloof",0.5,"",""
G41 3NH,Yes,55.829868,-4.28213,257152,661981,NS571619,1/1/1980 12:00:00 AM,,30,8,6,"Crossmyloof",0.5,"",""
G41 3NJ,No,55.830811,-4.280732,257243,662083,NS572620,1/1/1980 12:00:00 AM,5/1/2015 12:00:00 AM,30,,,"Crossmyloof",0.4,"",""
G41 3NL,No,55.829703,-4.282312,257140,661963,NS571619,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,30,,,"Crossmyloof",0.5,"",""
G41 3NN,Yes,55.828422,-4.284025,257028,661824,NS570618,1/1/1980 12:00:00 AM,,32,0,0,"Pollokshaws East",0.5,"",""
