Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
G13 1AH,No,55.893471,-4.33068,254350,669159,NS543691,1/1/1980 12:00:00 AM,12/1/1995 12:00:00 AM,22,,,"Anniesland",0.7,"",""
G13 1AJ,Yes,55.894332,-4.330284,254378,669254,NS543692,1/1/1980 12:00:00 AM,,22,41,15,"Anniesland",0.8,"",""
G13 1AL,Yes,55.894981,-4.330675,254356,669327,NS543693,1/1/1980 12:00:00 AM,,24,40,23,"Anniesland",0.8,"",""
G13 1AN,Yes,55.895767,-4.330914,254344,669415,NS543694,1/1/1980 12:00:00 AM,,24,10,5,"Anniesland",0.9,"",""
G13 1AP,Yes,55.892862,-4.329636,254413,669089,NS544690,12/1/1995 12:00:00 AM,,21,52,36,"Anniesland",0.6,"",""
G13 1AQ,Yes,55.893546,-4.330541,254359,669167,NS543691,1/1/1980 12:00:00 AM,,22,136,60,"Anniesland",0.7,"",""
G13 1AR,Yes,55.89525,-4.332146,254265,669360,NS542693,1/1/1980 12:00:00 AM,,23,70,35,"Anniesland",0.9,"",""
G13 1AS,No,55.899366,-4.330266,254398,669814,NS543698,1/1/1980 12:00:00 AM,12/1/2008 12:00:00 AM,25,,,"Westerton",0.7,"",""
G13 1AT,No,55.897738,-4.333175,254210,669639,NS542696,8/1/1973 12:00:00 AM,12/1/1994 12:00:00 AM,25,,,"Westerton",0.8,"",""
G13 1AU,Yes,55.896981,-4.333274,254201,669555,NS542695,1/1/1980 12:00:00 AM,,24,48,22,"Westerton",0.9,"",""
G13 1AW,No,55.896937,-4.328009,254530,669539,NS545695,8/1/1973 12:00:00 AM,12/1/1994 12:00:00 AM,27,,,"Anniesland",0.9,"",""
G13 1AX,Yes,55.897767,-4.332714,254239,669642,NS542696,1/1/1980 12:00:00 AM,,25,33,18,"Westerton",0.8,"",""
G13 1AY,No,55.898145,-4.3316,254310,669681,NS543696,7/1/2005 12:00:00 AM,7/1/2017 12:00:00 AM,26,0,0,"Westerton",0.8,"",""
G13 1AZ,Yes,55.897947,-4.328757,254487,669653,NS544696,8/1/2011 12:00:00 AM,,27,,,"Westerton",0.9,"",""
G13 1BA,Yes,55.896911,-4.33223,254266,669545,NS542695,3/1/2014 12:00:00 AM,,24,0,0,"Westerton",0.9,"",""
G13 1BB,Yes,55.896523,-4.33152,254309,669501,NS543695,1/1/1980 12:00:00 AM,,24,0,0,"Westerton",0.9,"",""
G13 1BD,Yes,55.89703,-4.331149,254334,669556,NS543695,2/1/2014 12:00:00 AM,,25,7,3,"Westerton",0.9,"",""
G13 1BE,Yes,55.896826,-4.330545,254371,669532,NS543695,9/1/2011 12:00:00 AM,,25,,,"Westerton",0.9,"",""
G13 1BF,Yes,55.898962,-4.327378,254577,669763,NS545697,12/1/2001 12:00:00 AM,,29,91,52,"Westerton",0.8,"",""
G13 1BG,Yes,55.897499,-4.33153,254312,669609,NS543696,3/1/2014 12:00:00 AM,,25,,,"Westerton",0.8,"",""
G13 1BH,Yes,55.896793,-4.326592,254618,669520,NS546695,1/1/1980 12:00:00 AM,,30,43,28,"Anniesland",0.9,"",""
G13 1BJ,Yes,55.897799,-4.328028,254532,669635,NS545696,1/1/1980 12:00:00 AM,,27,22,10,"Westerton",0.9,"",""
G13 1BL,Yes,55.898938,-4.328161,254528,669762,NS545697,8/1/2002 12:00:00 AM,,28,62,30,"Westerton",0.8,"",""
G13 1BN,No,55.897066,-4.325937,254660,669549,NS546695,8/1/1973 12:00:00 AM,12/1/1994 12:00:00 AM,31,,,"Anniesland",0.9,"",""
G13 1BP,Yes,55.898546,-4.327049,254596,669716,NS545697,12/1/2001 12:00:00 AM,,29,64,35,"Westerton",0.9,"",""
G13 1BQ,Yes,55.896971,-4.32905,254465,669545,NS544695,8/1/2002 12:00:00 AM,,26,82,45,"Westerton",0.9,"",""
G13 1BS,Yes,55.892408,-4.325082,254696,669029,NS546690,1/1/1980 12:00:00 AM,,30,31,17,"Anniesland",0.4,"",""
G13 1BT,No,55.898403,-4.329392,254449,669705,NS544697,8/1/1982 12:00:00 AM,4/1/2008 12:00:00 AM,27,,,"Westerton",0.8,"",""
G13 1BU,Yes,55.892955,-4.325643,254663,669091,NS546690,1/1/1980 12:00:00 AM,,29,72,30,"Anniesland",0.5,"",""
G13 1BW,Yes,55.89697,-4.330042,254403,669547,NS544695,9/1/2002 12:00:00 AM,,26,84,35,"Westerton",0.9,"",""
G13 1BX,Yes,55.900236,-4.328894,254487,669908,NS544699,10/1/2003 12:00:00 AM,,29,107,69,"Westerton",0.6,"",""
G13 1BY,Yes,55.893651,-4.327812,254530,669173,NS545691,6/1/1987 12:00:00 AM,,23,9,8,"Anniesland",0.6,"",""
G13 1BZ,Yes,55.895526,-4.324213,254762,669374,NS547693,6/1/1983 12:00:00 AM,,34,79,50,"Anniesland",0.7,"",""
G13 1DA,Yes,55.894047,-4.327308,254563,669216,NS545692,9/1/1986 12:00:00 AM,,25,33,13,"Anniesland",0.6,"",""
G13 1DB,Yes,55.896362,-4.328006,254528,669475,NS545694,4/1/2005 12:00:00 AM,,28,112,57,"Anniesland",0.9,"",""
G13 1DD,Yes,55.893478,-4.32697,254582,669152,NS545691,6/1/1987 12:00:00 AM,,25,7,3,"Anniesland",0.6,"",""
G13 1DE,Yes,55.893505,-4.32558,254669,669152,NS546691,12/1/1989 12:00:00 AM,,30,53,32,"Anniesland",0.5,"",""
G13 1DF,Yes,55.893909,-4.325588,254670,669197,NS546691,1/1/1980 12:00:00 AM,,30,82,40,"Anniesland",0.6,"",""
G13 1DG,Yes,55.893968,-4.324856,254716,669202,NS547692,1/1/1980 12:00:00 AM,,32,51,36,"Anniesland",0.5,"",""
G13 1DH,Yes,55.893551,-4.324063,254764,669154,NS547691,1/1/1980 12:00:00 AM,,33,62,46,"Anniesland",0.5,"",""
G13 1DJ,Yes,55.893929,-4.324183,254758,669197,NS547691,1/1/1980 12:00:00 AM,,33,0,0,"Anniesland",0.5,"",""
G13 1DL,Yes,55.894146,-4.324946,254711,669222,NS547692,1/1/1980 12:00:00 AM,,32,23,15,"Anniesland",0.6,"",""
G13 1DN,Yes,55.893969,-4.31857,255109,669189,NS551691,10/1/1984 12:00:00 AM,,34,138,75,"Anniesland",0.6,"",""
G13 1DP,Yes,55.895152,-4.328749,254477,669342,NS544693,1/1/1980 12:00:00 AM,,26,49,20,"Anniesland",0.8,"",""
G13 1DQ,Yes,55.893566,-4.324704,254724,669157,NS547691,1/1/1980 12:00:00 AM,,32,65,51,"Anniesland",0.5,"",""
G13 1DR,Yes,55.895757,-4.328162,254516,669408,NS545694,1/1/1980 12:00:00 AM,,29,49,26,"Anniesland",0.8,"",""
G13 1DS,Yes,55.894905,-4.326607,254610,669310,NS546693,9/1/1987 12:00:00 AM,,30,8,7,"Anniesland",0.7,"",""
G13 1DT,Yes,55.895251,-4.327957,254527,669352,NS545693,1/1/1980 12:00:00 AM,,29,10,2,"Anniesland",0.8,"",""
G13 1DU,Yes,55.895317,-4.327305,254568,669358,NS545693,1/1/1980 12:00:00 AM,,30,11,7,"Anniesland",0.7,"",""
G13 1DW,Yes,55.896148,-4.328873,254473,669453,NS544694,9/1/1987 12:00:00 AM,,27,21,12,"Anniesland",0.9,"",""
G13 1DX,Yes,55.893185,-4.324393,254742,669114,NS547691,11/1/2015 12:00:00 AM,,32,,,"Anniesland",0.5,"",""
G13 1DY,No,55.895832,-4.326999,254589,669414,NS545694,1/1/1980 12:00:00 AM,10/1/2010 12:00:00 AM,31,,,"Anniesland",0.8,"",""
G13 1DZ,Yes,55.895824,-4.325704,254670,669411,NS546694,1/1/1980 12:00:00 AM,,32,17,13,"Anniesland",0.8,"",""
G13 1EA,No,55.894842,-4.32566,254669,669301,NS546693,5/1/1986 12:00:00 AM,1/1/2009 12:00:00 AM,32,,,"Anniesland",0.7,"",""
G13 1EB,No,55.895103,-4.321853,254908,669322,NS549693,12/1/1999 12:00:00 AM,5/1/2010 12:00:00 AM,34,,,"Anniesland",0.6,"",""
G13 1ED,Yes,55.894313,-4.324653,254730,669240,NS547692,1/1/1980 12:00:00 AM,,33,0,0,"Anniesland",0.6,"",""
G13 1EE,Yes,55.896839,-4.327475,254563,669527,NS545695,4/1/2008 12:00:00 AM,,28,110,59,"Anniesland",0.9,"",""
G13 1EF,Yes,55.894462,-4.323894,254778,669255,NS547692,1/1/1980 12:00:00 AM,,33,41,32,"Anniesland",0.6,"",""
G13 1EG,Yes,55.894189,-4.324069,254766,669225,NS547692,1/1/1980 12:00:00 AM,,33,21,15,"Anniesland",0.6,"",""
G13 1EH,No,55.896262,-4.32093,254970,669449,NS549694,1/1/1980 12:00:00 AM,5/1/1994 12:00:00 AM,39,,,"Kelvindale",0.8,"",""
G13 1EJ,No,55.895469,-4.320083,255020,669359,NS550693,1/1/1980 12:00:00 AM,12/1/1994 12:00:00 AM,38,,,"Kelvindale",0.7,"",""
G13 1EL,Yes,55.895684,-4.320128,255018,669383,NS550693,1/1/1980 12:00:00 AM,,39,0,0,"Kelvindale",0.7,"",""
G13 1EN,Yes,55.895836,-4.320762,254979,669402,NS549694,1/1/1980 12:00:00 AM,,38,6,5,"Anniesland",0.7,"",""
G13 1EP,Yes,55.894631,-4.322274,254880,669271,NS548692,1/1/1980 12:00:00 AM,,34,,,"Anniesland",0.6,"",""
G13 1EQ,Yes,55.894804,-4.323084,254830,669292,NS548692,1/1/1980 12:00:00 AM,,34,0,0,"Anniesland",0.6,"",""
G13 1ER,Yes,55.895655,-4.329244,254448,669399,NS544693,1/1/1980 12:00:00 AM,,26,29,15,"Anniesland",0.8,"",""
G13 1ES,No,55.896675,-4.328057,254526,669510,NS545695,1/1/1980 12:00:00 AM,1/1/2004 12:00:00 AM,27,,,"Anniesland",0.9,"",""
G13 1ET,Yes,55.890301,-4.324542,254722,668794,NS547687,1/1/1980 12:00:00 AM,,29,,,"Anniesland",0.2,"",""
G13 1EU,Yes,55.899271,-4.330197,254402,669804,NS544698,1/1/1980 12:00:00 AM,,25,0,0,"Westerton",0.7,"",""
G13 1EW,No,55.898408,-4.329089,254468,669705,NS544697,1/1/2013 12:00:00 AM,7/1/2013 12:00:00 AM,27,0,0,"Westerton",0.8,"",""
G13 1EX,Yes,55.894023,-4.326682,254602,669212,NS546692,9/1/1986 12:00:00 AM,,27,29,12,"Anniesland",0.6,"",""
G13 1EY,No,55.899028,-4.329126,254468,669774,NS544697,1/1/1980 12:00:00 AM,3/1/2002 12:00:00 AM,26,,,"Westerton",0.7,"",""
G13 1EZ,No,55.898888,-4.329405,254450,669759,NS544697,12/1/1990 12:00:00 AM,6/1/1996 12:00:00 AM,26,,,"Westerton",0.7,"",""
G13 1FA,Yes,55.898372,-4.329118,254466,669701,NS544697,11/1/2009 12:00:00 AM,,27,41,23,"Westerton",0.8,"",""
G13 1FB,Yes,55.895892,-4.326412,254626,669420,NS546694,3/1/2018 12:00:00 AM,,32,,,"Anniesland",0.8,"",""
G13 1FD,Yes,55.895892,-4.326412,254626,669420,NS546694,12/1/2019 12:00:00 AM,,33,,,"Anniesland",0.8,"",""
G13 1GA,Yes,55.891862,-4.342547,253602,669005,NS536690,4/1/2003 12:00:00 AM,,24,27,9,"Scotstounhill",1.0,"",""
G13 1GB,Yes,55.891697,-4.340826,253709,668983,NS537689,1/1/2003 12:00:00 AM,,24,47,16,"Scotstounhill",1.0,"",""
G13 1GD,Yes,55.891509,-4.343149,253563,668967,NS535689,6/1/2003 12:00:00 AM,,23,54,15,"Scotstounhill",0.9,"",""
G13 1GE,Yes,55.889332,-4.341835,253637,668722,NS536687,12/1/2001 12:00:00 AM,,19,70,47,"Scotstounhill",0.8,"",""
G13 1GF,Yes,55.891106,-4.34071,253714,668917,NS537689,5/1/2002 12:00:00 AM,,25,21,8,"Scotstounhill",1.0,"",""
G13 1GG,Yes,55.89054,-4.342083,253626,668857,NS536688,12/1/2001 12:00:00 AM,,20,32,9,"Scotstounhill",0.9,"",""
G13 1GH,Yes,55.890533,-4.3401,253750,668852,NS537688,6/1/2002 12:00:00 AM,,26,31,7,"Scotstounhill",1.0,"",""
G13 1GJ,Yes,55.890174,-4.342429,253603,668817,NS536688,12/1/2001 12:00:00 AM,,19,84,25,"Scotstounhill",0.9,"",""
G13 1GL,Yes,55.889438,-4.340482,253722,668731,NS537687,6/1/2002 12:00:00 AM,,22,117,78,"Scotstounhill",0.9,"",""
G13 1GN,Yes,55.890595,-4.343462,253540,668866,NS535688,8/1/2002 12:00:00 AM,,20,39,10,"Scotstounhill",0.8,"",""
G13 1HA,Yes,55.890135,-4.324579,254719,668775,NS547687,1/1/1980 12:00:00 AM,,29,0,0,"Anniesland",0.2,"",""
G13 1HB,Yes,55.890218,-4.324665,254714,668785,NS547687,1/1/1980 12:00:00 AM,,29,,,"Anniesland",0.2,"",""
G13 1HD,No,55.889744,-4.323388,254792,668729,NS547687,1/1/1980 12:00:00 AM,6/1/2000 12:00:00 AM,28,,,"Anniesland",0.1,"",""
G13 1HE,No,55.890542,-4.328729,254461,668829,NS544688,5/1/1993 12:00:00 AM,2/1/2001 12:00:00 AM,23,,,"Anniesland",0.4,"",""
G13 1HF,Yes,55.889762,-4.32355,254782,668732,NS547687,1/1/1980 12:00:00 AM,,28,,,"Anniesland",0.1,"",""
G13 1HG,No,55.889576,-4.32277,254830,668709,NS548687,7/1/1992 12:00:00 AM,12/1/1994 12:00:00 AM,29,,,"Anniesland",0.1,"",""
G13 1HH,Yes,55.889937,-4.324135,254746,668752,NS547687,1/1/1980 12:00:00 AM,,28,25,12,"Anniesland",0.2,"",""
G13 1HJ,Yes,55.889351,-4.322309,254858,668683,NS548686,1/1/1980 12:00:00 AM,,30,0,0,"Anniesland",0.0,"",""
G13 1HL,Yes,55.888897,-4.322569,254840,668633,NS548686,1/1/1980 12:00:00 AM,,30,0,0,"Anniesland",0.1,"",""
G13 1HN,Yes,55.889019,-4.322769,254828,668647,NS548686,1/1/1980 12:00:00 AM,,29,10,4,"Anniesland",0.1,"",""
G13 1HP,Yes,55.888509,-4.322803,254824,668591,NS548685,1/1/1980 12:00:00 AM,,30,0,0,"Anniesland",0.1,"",""
G13 1HQ,Yes,55.889717,-4.323386,254792,668726,NS547687,1/1/1980 12:00:00 AM,,28,34,24,"Anniesland",0.1,"",""
G13 1HR,Yes,55.889591,-4.322628,254839,668711,NS548687,1/1/1980 12:00:00 AM,,30,26,17,"Anniesland",0.0,"",""
G13 1HS,Yes,55.890061,-4.323758,254770,668765,NS547687,1/1/1980 12:00:00 AM,,28,0,0,"Anniesland",0.1,"",""
G13 1HT,Yes,55.890202,-4.321976,254882,668777,NS548687,1/1/1980 12:00:00 AM,,30,,,"Anniesland",0.1,"",""
G13 1HU,Yes,55.890589,-4.324318,254737,668825,NS547688,1/1/1980 12:00:00 AM,,29,10,8,"Anniesland",0.2,"",""
G13 1HW,No,55.890444,-4.324421,254730,668809,NS547688,8/1/1973 12:00:00 AM,9/1/1977 12:00:00 AM,29,,,"Anniesland",0.2,"",""
G13 1HX,No,55.890273,-4.322012,254880,668785,NS548687,3/1/1985 12:00:00 AM,5/1/2004 12:00:00 AM,30,,,"Anniesland",0.1,"",""
G13 1HY,Yes,55.890636,-4.324241,254742,668830,NS547688,1/1/1980 12:00:00 AM,,29,5,4,"Anniesland",0.2,"",""
G13 1HZ,No,55.891296,-4.32356,254787,668902,NS547689,1/1/1998 12:00:00 AM,7/1/1998 12:00:00 AM,29,,,"Anniesland",0.2,"",""
G13 1JA,No,55.891639,-4.321566,254913,668936,NS549689,10/1/1994 12:00:00 AM,11/1/2002 12:00:00 AM,32,,,"Anniesland",0.3,"",""
G13 1JB,Yes,55.89227,-4.321955,254891,669007,NS548690,1/1/1980 12:00:00 AM,,32,38,30,"Anniesland",0.3,"",""
G13 1JD,Yes,55.892611,-4.321992,254890,669045,NS548690,1/1/1980 12:00:00 AM,,32,13,4,"Anniesland",0.4,"",""
G13 1JE,Yes,55.895018,-4.326967,254588,669324,NS545693,1/1/1980 12:00:00 AM,,31,,,"Anniesland",0.7,"",""
G13 1JF,Yes,55.892896,-4.32225,254875,669078,NS548690,1/1/1980 12:00:00 AM,,32,,,"Anniesland",0.4,"",""
G13 1JG,Yes,55.892622,-4.320937,254956,669044,NS549690,1/1/1980 12:00:00 AM,,33,55,45,"Anniesland",0.4,"",""
G13 1JH,Yes,55.892862,-4.320583,254979,669070,NS549690,1/1/1980 12:00:00 AM,,33,65,43,"Anniesland",0.4,"",""
G13 1JJ,Yes,55.89323,-4.322972,254831,669116,NS548691,1/1/1980 12:00:00 AM,,32,60,47,"Anniesland",0.4,"",""
G13 1JL,No,55.893886,-4.32298,254833,669189,NS548691,1/1/1980 12:00:00 AM,2/1/2006 12:00:00 AM,33,,,"Anniesland",0.5,"",""
G13 1JN,Yes,55.893924,-4.321446,254929,669190,NS549691,1/1/1980 12:00:00 AM,,34,86,52,"Anniesland",0.5,"",""
G13 1JP,Yes,55.893879,-4.321955,254897,669186,NS548691,1/1/1980 12:00:00 AM,,34,51,32,"Anniesland",0.5,"",""
G13 1JQ,Yes,55.893898,-4.316614,255231,669177,NS552691,1/1/1980 12:00:00 AM,,38,1,1,"Kelvindale",0.4,"",""
G13 1JR,Yes,55.894336,-4.321551,254924,669236,NS549692,1/1/1980 12:00:00 AM,,34,42,31,"Anniesland",0.6,"",""
G13 1JS,Yes,55.894417,-4.3201,255015,669242,NS550692,12/1/1997 12:00:00 AM,,34,48,17,"Anniesland",0.6,"",""
G13 1JT,Yes,55.89494,-4.320004,255023,669300,NS550693,1/1/1980 12:00:00 AM,,34,0,0,"Anniesland",0.6,"",""
G13 1JU,No,55.894904,-4.320001,255023,669296,NS550692,1/1/1980 12:00:00 AM,12/1/1999 12:00:00 AM,34,,,"Anniesland",0.6,"",""
G13 1JW,Yes,55.893739,-4.320764,254971,669168,NS549691,12/1/1997 12:00:00 AM,,34,73,31,"Anniesland",0.5,"",""
G13 1JX,Yes,55.893118,-4.323701,254785,669105,NS547691,1/1/1980 12:00:00 AM,,32,39,30,"Anniesland",0.4,"",""
G13 1JY,Yes,55.892969,-4.321581,254917,669084,NS549690,6/1/2010 12:00:00 AM,,33,32,25,"Anniesland",0.4,"",""
G13 1JZ,Yes,55.893325,-4.321283,254937,669123,NS549691,1/1/1980 12:00:00 AM,,34,54,32,"Anniesland",0.4,"",""
G13 1LA,Yes,55.893511,-4.323325,254810,669148,NS548691,1/1/1980 12:00:00 AM,,33,40,30,"Anniesland",0.5,"",""
G13 1LB,No,55.892031,-4.324116,254755,668985,NS547689,12/1/1974 12:00:00 AM,7/1/1992 12:00:00 AM,30,,,"Anniesland",0.3,"",""
G13 1LE,Yes,55.890569,-4.32494,254698,668824,NS546688,1/1/1980 12:00:00 AM,,29,33,25,"Anniesland",0.2,"",""
G13 1LF,Yes,55.890983,-4.324901,254702,668870,NS547688,1/1/1980 12:00:00 AM,,30,99,69,"Anniesland",0.3,"",""
G13 1LG,Yes,55.890983,-4.324901,254702,668870,NS547688,1/1/1980 12:00:00 AM,,30,71,55,"Anniesland",0.3,"",""
G13 1LH,Yes,55.895091,-4.323451,254808,669324,NS548693,6/1/1983 12:00:00 AM,,34,61,46,"Anniesland",0.6,"",""
G13 1LJ,Yes,55.896103,-4.32364,254800,669437,NS548694,6/1/1996 12:00:00 AM,,34,43,24,"Anniesland",0.8,"",""
G13 1LL,No,55.889596,-4.324578,254717,668715,NS547687,1/1/1998 12:00:00 AM,7/1/1998 12:00:00 AM,28,,,"Anniesland",0.2,"",""
G13 1LP,No,55.889158,-4.323497,254783,668664,NS547686,1/1/1980 12:00:00 AM,7/1/2006 12:00:00 AM,28,,,"Anniesland",0.1,"",""
G13 1LR,Yes,55.889322,-4.323842,254762,668683,NS547686,1/1/1980 12:00:00 AM,,28,,,"Anniesland",0.1,"",""
G13 1LS,Yes,55.889342,-4.323747,254768,668685,NS547686,1/1/1980 12:00:00 AM,,28,33,18,"Anniesland",0.1,"",""
G13 1LT,Yes,55.889598,-4.324466,254724,668715,NS547687,1/1/1980 12:00:00 AM,,28,19,13,"Anniesland",0.2,"",""
G13 1LU,No,55.88898,-4.324813,254700,668647,NS547686,1/1/1980 12:00:00 AM,1/1/2004 12:00:00 AM,27,,,"Anniesland",0.2,"",""
G13 1LW,No,55.890318,-4.329643,254403,668806,NS544688,10/1/1992 12:00:00 AM,12/1/1998 12:00:00 AM,22,,,"Anniesland",0.5,"",""
G13 1LX,Yes,55.889123,-4.324854,254698,668663,NS546686,1/1/1980 12:00:00 AM,,27,38,24,"Anniesland",0.2,"",""
G13 1LY,Yes,55.889659,-4.324759,254706,668723,NS547687,1/1/1980 12:00:00 AM,,28,28,19,"Anniesland",0.2,"",""
G13 1LZ,Yes,55.888809,-4.324371,254727,668627,NS547686,1/1/1980 12:00:00 AM,,27,42,32,"Anniesland",0.2,"",""
G13 1NA,Yes,55.888977,-4.323566,254778,668644,NS547686,1/1/1980 12:00:00 AM,,28,46,25,"Anniesland",0.1,"",""
G13 1NB,Yes,55.888461,-4.323263,254795,668586,NS547685,1/1/1980 12:00:00 AM,,28,56,25,"Anniesland",0.1,"",""
G13 1ND,Yes,55.887823,-4.324216,254733,668517,NS547685,1/1/1980 12:00:00 AM,,25,37,20,"Anniesland",0.2,"",""
G13 1NE,Yes,55.888367,-4.324937,254690,668579,NS546685,1/1/1980 12:00:00 AM,,25,40,30,"Anniesland",0.2,"",""
G13 1NF,Yes,55.887556,-4.325064,254679,668489,NS546684,1/1/1980 12:00:00 AM,,23,20,7,"Anniesland",0.3,"",""
G13 1NG,Yes,55.887047,-4.324378,254720,668431,NS547684,1/1/1980 12:00:00 AM,,24,45,17,"Anniesland",0.3,"",""
G13 1NH,Yes,55.886719,-4.324614,254704,668395,NS547683,1/1/1980 12:00:00 AM,,24,30,10,"Anniesland",0.3,"",""
G13 1NJ,Yes,55.886087,-4.324768,254692,668325,NS546683,1/1/1980 12:00:00 AM,,24,9,5,"Jordanhill",0.4,"",""
G13 1NL,Yes,55.885916,-4.324806,254689,668306,NS546683,1/1/1980 12:00:00 AM,,23,7,4,"Jordanhill",0.4,"",""
G13 1NN,Yes,55.886094,-4.325344,254656,668327,NS546683,1/1/1980 12:00:00 AM,,23,25,12,"Jordanhill",0.4,"",""
G13 1NP,Yes,55.884789,-4.325474,254643,668182,NS546681,1/1/1980 12:00:00 AM,,22,54,28,"Jordanhill",0.2,"",""
G13 1NQ,Yes,55.88681,-4.325197,254668,668407,NS546684,1/1/1980 12:00:00 AM,,24,30,12,"Anniesland",0.3,"",""
G13 1NR,No,55.889012,-4.3236,254776,668648,NS547686,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,28,,,"Anniesland",0.1,"",""
G13 1NS,No,55.883229,-4.325749,254620,668009,NS546680,8/1/1973 12:00:00 AM,12/1/1994 12:00:00 AM,23,,,"Jordanhill",0.1,"",""
G13 1NT,No,55.889012,-4.3236,254776,668648,NS547686,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,28,,,"Anniesland",0.1,"",""
G13 1NU,Yes,55.883905,-4.325645,254629,668084,NS546680,1/1/1980 12:00:00 AM,,23,4,2,"Jordanhill",0.1,"",""
G13 1NW,Yes,55.885298,-4.325169,254664,668238,NS546682,1/1/1980 12:00:00 AM,,22,17,9,"Jordanhill",0.3,"",""
G13 1NX,Yes,55.883379,-4.32491,254673,668024,NS546680,12/1/1999 12:00:00 AM,,25,31,22,"Jordanhill",0.1,"",""
G13 1NY,Yes,55.884273,-4.326131,254600,668126,NS546681,1/1/1980 12:00:00 AM,,21,37,14,"Jordanhill",0.2,"",""
G13 1NZ,Yes,55.885354,-4.326004,254612,668246,NS546682,6/1/1983 12:00:00 AM,,21,10,3,"Jordanhill",0.3,"",""
G13 1PB,Yes,55.888073,-4.325912,254628,668549,NS546685,6/1/1998 12:00:00 AM,,23,2,1,"Anniesland",0.3,"",""
G13 1PL,Yes,55.887132,-4.327501,254525,668447,NS545684,1/1/1980 12:00:00 AM,,23,,,"Anniesland",0.4,"",""
G13 1PP,No,55.884593,-4.340046,253731,668191,NS537681,1/1/1980 12:00:00 AM,6/1/2017 12:00:00 AM,42,,,"Scotstounhill",0.8,"",""
G13 1PR,No,55.882973,-4.329731,254370,667989,NS543679,1/1/1980 12:00:00 AM,12/1/1995 12:00:00 AM,23,,,"Jordanhill",0.3,"",""
G13 1PS,No,55.882884,-4.329725,254370,667979,NS543679,8/1/1973 12:00:00 AM,6/1/1976 12:00:00 AM,23,,,"Jordanhill",0.3,"",""
G13 1PT,No,55.897066,-4.325937,254660,669549,NS546695,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,31,,,"Anniesland",0.9,"",""
G13 1PU,Yes,55.88304,-4.330039,254351,667997,NS543679,1/1/1980 12:00:00 AM,,23,86,30,"Jordanhill",0.3,"",""
G13 1PX,Yes,55.883653,-4.326605,254568,668058,NS545680,1/1/1980 12:00:00 AM,,21,21,9,"Jordanhill",0.1,"",""
G13 1PY,Yes,55.883557,-4.327847,254490,668050,NS544680,1/1/1980 12:00:00 AM,,22,25,7,"Jordanhill",0.2,"",""
G13 1PZ,No,55.883437,-4.328959,254420,668039,NS544680,8/1/1973 12:00:00 AM,12/1/1994 12:00:00 AM,22,,,"Jordanhill",0.3,"",""
G13 1QA,Yes,55.883455,-4.328976,254419,668041,NS544680,1/1/1980 12:00:00 AM,,22,17,6,"Jordanhill",0.3,"",""
G13 1QB,No,55.883404,-4.330716,254310,668039,NS543680,8/1/1973 12:00:00 AM,12/1/1994 12:00:00 AM,22,,,"Jordanhill",0.4,"",""
G13 1QD,Yes,55.883431,-4.330734,254309,668042,NS543680,1/1/1980 12:00:00 AM,,22,40,13,"Jordanhill",0.4,"",""
G13 1QE,Yes,55.883884,-4.331976,254233,668095,NS542680,1/1/1980 12:00:00 AM,,22,32,9,"Jordanhill",0.5,"",""
G13 1QF,Yes,55.884612,-4.33098,254298,668174,NS542681,1/1/1980 12:00:00 AM,,23,71,21,"Jordanhill",0.4,"",""
G13 1QG,Yes,55.884114,-4.329287,254402,668115,NS544681,1/1/1980 12:00:00 AM,,22,90,24,"Jordanhill",0.3,"",""
G13 1QH,Yes,55.894324,-4.326142,254637,669245,NS546692,4/1/1989 12:00:00 AM,,29,22,6,"Anniesland",0.6,"",""
G13 1QJ,Yes,55.884805,-4.328897,254429,668191,NS544681,1/1/1980 12:00:00 AM,,23,22,8,"Jordanhill",0.3,"",""
G13 1QL,Yes,55.884164,-4.328059,254479,668118,NS544681,1/1/1980 12:00:00 AM,,21,99,29,"Jordanhill",0.3,"",""
G13 1QN,Yes,55.884828,-4.327651,254507,668191,NS545681,1/1/1980 12:00:00 AM,,22,28,8,"Jordanhill",0.3,"",""
G13 1QP,Yes,55.884888,-4.326392,254586,668195,NS545681,1/1/1980 12:00:00 AM,,21,33,9,"Jordanhill",0.3,"",""
G13 1QQ,Yes,55.894501,-4.327079,254579,669266,NS545692,9/1/1986 12:00:00 AM,,28,16,8,"Anniesland",0.7,"",""
G13 1QR,No,55.890542,-4.328729,254461,668829,NS544688,2/1/1994 12:00:00 AM,2/1/2001 12:00:00 AM,23,,,"Anniesland",0.4,"",""
G13 1QS,Yes,55.885195,-4.327737,254503,668232,NS545682,1/1/1980 12:00:00 AM,,22,37,11,"Jordanhill",0.3,"",""
G13 1QT,Yes,55.885118,-4.329428,254397,668227,NS543682,1/1/1980 12:00:00 AM,,23,15,5,"Jordanhill",0.4,"",""
G13 1QU,Yes,55.885929,-4.329828,254375,668318,NS543683,1/1/1980 12:00:00 AM,,24,3,1,"Jordanhill",0.5,"",""
