Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division
G2 6LS,No,55.868634,-4.241903,259811,666212,NS598662,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 6LT,No,55.861318,-4.259108,258708,665433,NS587654,1/1/2004 12:00:00 AM,10/1/2008 12:00:00 AM,36,,,"Glasgow Central",0.2,"",""
G2 6LU,Yes,55.861266,-4.259041,258712,665427,NS587654,2/1/1992 12:00:00 AM,,35,0,0,"Glasgow Central",0.2,"",""
G2 6LW,No,55.860565,-4.259033,258710,665349,NS587653,1/1/1980 12:00:00 AM,12/1/1996 12:00:00 AM,31,,,"Glasgow Central",0.1,"",""
G2 6LX,No,55.860821,-4.259271,258696,665378,NS586653,1/1/1980 12:00:00 AM,2/1/2008 12:00:00 AM,32,,,"Glasgow Central",0.2,"",""
G2 6LY,Yes,55.860821,-4.259271,258696,665378,NS586653,1/1/1980 12:00:00 AM,,33,0,0,"Glasgow Central",0.2,"",""
G2 6LZ,No,55.868634,-4.241903,259811,666212,NS598662,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 6NA,No,55.868634,-4.241903,259811,666212,NS598662,12/1/1990 12:00:00 AM,9/1/2005 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 6ND,No,55.864037,-4.251019,259224,665719,NS592657,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,37,,,"Glasgow Queen Street",0.2,"",""
G2 6NF,No,55.859439,-4.26015,258636,665226,NS586652,12/1/1997 12:00:00 AM,7/1/2000 12:00:00 AM,23,,,"Glasgow Central",0.2,"",""
G2 6NG,No,55.860177,-4.260065,258644,665308,NS586653,2/1/1992 12:00:00 AM,2/1/2001 12:00:00 AM,28,,,"Glasgow Central",0.2,"",""
G2 6NH,No,55.861277,-4.259394,258690,665429,NS586654,7/1/1980 12:00:00 AM,12/1/1994 12:00:00 AM,35,,,"Glasgow Central",0.2,"",""
G2 6NJ,No,55.868634,-4.241903,259811,666212,NS598662,8/1/1973 12:00:00 AM,7/1/1992 12:00:00 AM,48,,,"Glasgow Queen Street",0.9,"",""
G2 6NL,Yes,55.860853,-4.259976,258652,665383,NS586653,1/1/1980 12:00:00 AM,,33,0,0,"Glasgow Central",0.2,"",""
